2025-11-09 13:22:47,046 | INFO | bike_api | Trip abc123 accepted
2025-11-10 07:37:36,897 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '3856.03'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '8236.01'}]
2025-11-10 07:37:36,998 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '6417.04'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '6935.01'}]
2025-11-10 07:37:37,098 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '3132.09'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '5068.02'}]
2025-11-10 07:37:37,214 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '4258.07'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '3169.07'}]
2025-11-10 07:37:37,311 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '4756.04'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '7707.08'}]
2025-11-10 07:37:37,402 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '3007.05'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '7340.06'}]
2025-11-10 07:37:37,507 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '8752.01'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '6750.16'}]
2025-11-10 07:37:37,593 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '6662.01'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '4039.04'}]
2025-11-10 07:37:37,694 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '4066.15'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '5779.08'}]
2025-11-10 07:37:37,795 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '5561.06'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '5880.02'}]
2025-11-10 07:37:37,901 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '6587.04'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '5411.07'}]
2025-11-10 07:37:37,996 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '4987.06'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '8084.03'}]
2025-11-10 07:37:38,098 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '8496.01'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '5736.09'}]
2025-11-10 07:37:38,201 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '5195.06'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '5004.02'}]
2025-11-10 07:37:38,311 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '4243.01'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': 'JC072'}]
2025-11-10 07:37:38,413 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '8535.09'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '8734.04'}]
2025-11-10 07:37:38,521 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '5329.08'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '8160.03'}]
2025-11-10 07:37:38,619 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '6937.07'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '6505.01'}]
2025-11-10 07:37:38,715 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '8218.04'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '3093.07'}]
2025-11-10 07:37:38,818 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '7443.17'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '6227.02'}]
2025-11-10 07:37:38,933 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '3070.04'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '5159.04'}]
2025-11-10 07:37:39,021 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '7712.06'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '4334.02'}]
2025-11-10 07:37:39,124 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '5097.02'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '4001.09'}]
2025-11-10 07:37:39,224 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '8745.01'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '7220.01'}]
2025-11-10 07:37:39,330 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '3608.06'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '5414.06'}]
2025-11-10 07:37:39,430 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '6627.12'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '8741.01'}]
2025-11-10 07:37:39,527 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '3166.03'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '5238.05'}]
2025-11-10 07:37:39,630 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '4434.06'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '6358.05'}]
2025-11-10 07:37:39,731 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '6887.03'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '7220.01'}]
2025-11-10 07:37:39,832 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '7393.09'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '7188.13'}]
2025-11-10 07:37:39,988 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '6099.02'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '5433.03'}]
2025-11-10 07:37:40,034 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '4023.01'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '5506.10'}]
2025-11-10 07:37:40,211 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': 'HB610'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '4392.04'}]
2025-11-10 07:37:40,253 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '6441.02'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '8048.04'}]
2025-11-10 07:37:40,351 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '5168.04'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '8672.05'}]
2025-11-10 07:37:40,448 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '7814.01'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '7340.06'}]
2025-11-10 07:37:40,547 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '6325.01'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '3099.01'}]
2025-11-10 07:37:40,648 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '5847.08'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '7161.08'}]
2025-11-10 07:37:40,750 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '7769.06'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '3739.06'}]
2025-11-10 07:37:40,875 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '3625.07'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '6356.01'}]
2025-11-10 07:37:40,968 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '3294.03'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '3353.04'}]
2025-11-10 07:37:41,053 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '7456.03'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '2488.09'}]
2025-11-10 07:37:41,165 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '7286.02'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '6340.09'}]
2025-11-10 07:37:41,255 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '8111.04'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '7123.04'}]
2025-11-10 07:37:41,379 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '5090.06'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '3423.10'}]
2025-11-10 07:37:41,457 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '6682.08'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '6164.09'}]
2025-11-10 07:37:41,566 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '3520.01'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '3099.01'}]
2025-11-10 07:37:41,660 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '6425.04'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '5073.07'}]
2025-11-10 07:37:41,763 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '7141.07'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '3373.01'}]
2025-11-10 07:37:41,864 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '6765.01'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '7288.04'}]
2025-11-10 07:37:41,965 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '7903.02'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '5633.04'}]
2025-11-10 07:37:42,066 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '3135.04'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '5579.04'}]
2025-11-10 07:37:42,189 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '3628.11'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '3178.02'}]
2025-11-10 07:37:42,275 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '4138.04'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '6660.07'}]
2025-11-10 07:37:42,386 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': 'HB610'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '4873.08'}]
2025-11-10 07:37:42,478 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '6727.02'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '5805.07'}]
2025-11-10 07:37:42,571 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '5584.05'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '3451.01'}]
2025-11-10 07:37:42,671 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '5510.05'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '7737.06'}]
2025-11-10 07:37:42,777 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '5579.02'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '6927.03'}]
2025-11-10 07:37:42,877 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '8579.03'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '8458.03'}]
2025-11-10 07:37:42,998 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '6004.06'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '6927.03'}]
2025-11-10 07:37:43,092 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '7992.04'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '3286.07'}]
2025-11-10 07:37:43,180 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '3520.01'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '6605.08'}]
2025-11-10 07:37:43,281 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '5998.09'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '5593.04'}]
2025-11-10 07:37:43,382 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '6115.06'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '4903.09'}]
2025-11-10 07:37:43,502 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '5779.09'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '5004.02'}]
2025-11-10 07:37:43,590 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '2843.13'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': 'HB505'}]
2025-11-10 07:37:43,688 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '5755.01'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '7220.01'}]
2025-11-10 07:37:43,788 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '6183.03'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '7820.05'}]
2025-11-10 07:37:43,920 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '6191.04'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '7354.01'}]
2025-11-10 07:37:44,012 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '8494.07'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '6090.03'}]
2025-11-10 07:37:44,115 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '5860.02'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '6383.06'}]
2025-11-10 07:37:44,192 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '3648.08'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '4310.06'}]
2025-11-10 07:37:44,311 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '4953.08'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '4416.10'}]
2025-11-10 07:37:44,415 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '4399.03'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '7783.18'}]
2025-11-10 07:37:44,512 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '8632.07'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '8665.02'}]
2025-11-10 07:37:44,595 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '5854.09'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '7974.01'}]
2025-11-10 07:37:44,697 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '3972.08'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '4450.06'}]
2025-11-10 07:37:44,797 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '7991.01'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '8040.03'}]
2025-11-10 07:37:44,899 | WARNING | bike_api | Validation error: [{'type': 'int_parsing', 'loc': ('body', 'start_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '5422.04'}, {'type': 'int_parsing', 'loc': ('body', 'end_station_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': '3038.08'}]
